Id,target_chr,target_start,target_end,grna_target_chr,grna_target_start,grna_target_end,cleavage_freq,location
9545,9,24828463,24828485,1,198639112,198639134,5.50E-05,24828474
9546,10,104406265,104406287,1,198639112,198639134,-5.00E-05,104406276
9547,18,13993044,13993066,1,198639112,198639134,0.000147,13993055
9548,23,9491866,9491888,1,198639112,198639134,-0.000147,9491877
9549,2,132667688,132667710,1,198639112,198639134,-0.00034,132667699
9550,3,86077963,86077985,1,198639112,198639134,5.00E-05,86077974
9551,10,109203444,109203466,1,198639112,198639134,-0.000198,109203455
9552,1,155408521,155408543,1,198639112,198639134,-9.50E-05,155408532
9553,6,94128726,94128748,1,198639112,198639134,-0.000254,94128737
9554,13,89509361,89509383,1,198639112,198639134,-0.000707,89509372
9555,12,117848267,117848289,1,198639112,198639134,-9.00E-06,117848278
9556,2,16721702,16721724,1,198639112,198639134,-0.000684,16721713
9557,6,165908618,165908640,1,198639112,198639134,-0.000398,165908629
9558,2,55498160,55498182,1,198639112,198639134,-0.000203,55498171
9559,2,24328135,24328157,1,198639112,198639134,0.000188,24328146
9560,4,148047163,148047185,1,198639112,198639134,-0.000165,148047174
9561,13,25616082,25616104,1,198639112,198639134,-0.000239,25616093
9562,6,62998788,62998810,1,198639112,198639134,-5.00E-05,62998799
9563,2,166753793,166753815,1,198639112,198639134,0.0001,166753804
9564,7,150857061,150857083,1,198639112,198639134,-0.000127,150857072
9565,22,30750604,30750626,1,198639112,198639134,-0.00044,30750615
9566,12,27238039,27238061,1,198639112,198639134,-7.90E-05,27238050
9567,12,113980608,113980630,1,198639112,198639134,-0.000105,113980619
9568,2,212254576,212254598,1,198639112,198639134,4.70E-05,212254587
9569,7,94760413,94760435,1,198639112,198639134,0.000107,94760424
9570,12,7487199,7487221,1,198639112,198639134,3.10E-05,7487210
9571,7,118731179,118731201,1,198639112,198639134,0.000225,118731190
9572,7,130002641,130002663,1,198639112,198639134,-6.30E-05,130002652
9573,22,42734772,42734794,1,198639112,198639134,-3.00E-06,42734783
9574,6,60478762,60478784,1,198639112,198639134,-0.000359,60478773
9575,2,25454985,25455007,1,198639112,198639134,-4.40E-05,25454996
9576,4,27837932,27837954,1,198639112,198639134,0.000125,27837943
9577,13,52280880,52280902,1,198639112,198639134,6.20E-05,52280891
9578,7,135723880,135723902,1,198639112,198639134,0.00014,135723891
9579,8,78212498,78212520,1,198639112,198639134,0.000139,78212509
9580,16,8148814,8148836,1,198639112,198639134,0.000213,8148825
9581,4,156777061,156777083,1,198639112,198639134,-0.000411,156777072
9582,7,32382916,32382938,1,198639112,198639134,-6.80E-05,32382927
9583,13,53386731,53386753,1,198639112,198639134,0.000106,53386742
9584,1,198699665,198699687,1,198699665,198699687,0.906547,198699676
9585,9,131729662,131729684,1,198699665,198699687,0.011734,131729673
9586,2,25096850,25096872,1,198699665,198699687,0.001042,25096861
9587,8,143214256,143214278,1,198699665,198699687,0.000975,143214267
9588,2,17637535,17637557,1,198699665,198699687,0.000843,17637546
9589,3,159750666,159750688,1,198699665,198699687,0.000639,159750677
9590,7,45978970,45978992,1,198699665,198699687,0.000609,45978981
9591,2,160411296,160411318,1,198699665,198699687,0.000599,160411307
9592,13,61777006,61777028,1,198699665,198699687,0.000587,61777017
9593,11,130068856,130068878,1,198699665,198699687,0.000538,130068867
9594,2,73075500,73075522,1,198699665,198699687,0.000534,73075511
9595,10,53836093,53836115,1,198699665,198699687,0.000527,53836104
9596,5,86890066,86890088,1,198699665,198699687,0.000466,86890077
9597,9,122123241,122123263,1,198699665,198699687,0.000435,122123252
9598,14,100833955,100833977,1,198699665,198699687,0.000401,100833966
9599,18,41495796,41495818,1,198699665,198699687,0.000395,41495807
9600,23,40073381,40073403,1,198699665,198699687,0.000379,40073392
9601,7,44556206,44556228,1,198699665,198699687,0.000375,44556217
9602,11,133637259,133637281,1,198699665,198699687,0.000368,133637270
9603,13,76694630,76694652,1,198699665,198699687,0.000364,76694641
9604,6,109449552,109449574,1,198699665,198699687,0.00032,109449563
9605,12,128982237,128982259,1,198699665,198699687,0.000286,128982248
9606,6,14512725,14512747,1,198699665,198699687,0.000281,14512736
9607,13,41931401,41931423,1,198699665,198699687,0.00025,41931412
9608,13,98399514,98399536,1,198699665,198699687,0.00025,98399525
9609,20,56759801,56759823,1,198699665,198699687,0.000233,56759812
9610,17,51802168,51802190,1,198699665,198699687,0.000227,51802179
9611,5,86691693,86691715,1,198699665,198699687,0.000209,86691704
9612,21,41308854,41308876,1,198699665,198699687,0.000209,41308865
9613,15,69576888,69576910,1,198699665,198699687,0.000199,69576899
9614,5,28709761,28709783,1,198699665,198699687,0.000197,28709772
9615,23,4657572,4657594,1,198699665,198699687,0.000196,4657583
9616,4,62233798,62233820,1,198699665,198699687,0.000192,62233809
9617,19,8362419,8362441,1,198699665,198699687,0.000187,8362430
9618,5,35120323,35120345,1,198699665,198699687,0.000184,35120334
9619,17,16107744,16107766,1,198699665,198699687,0.000178,16107755
9620,1,247421814,247421836,1,198699665,198699687,0.000166,247421825
9621,1,58464792,58464814,1,198699665,198699687,0.000164,58464803
9622,5,155026097,155026119,1,198699665,198699687,0.000164,155026108
9623,23,151376208,151376230,1,198699665,198699687,0.000159,151376219
9624,18,10246408,10246430,1,198699665,198699687,0.000157,10246419
9625,20,42052627,42052649,1,198699665,198699687,0.000153,42052638
9626,1,87142458,87142480,1,198699665,198699687,0.000149,87142469
9627,10,4772461,4772483,1,198699665,198699687,0.000148,4772472
9628,1,182766228,182766250,1,198699665,198699687,0.000144,182766239
9629,11,128870467,128870489,1,198699665,198699687,0.000143,128870478
9630,22,37489660,37489682,1,198699665,198699687,0.000137,37489671
9631,20,52018132,52018154,1,198699665,198699687,0.000125,52018143
9632,1,25551042,25551064,1,198699665,198699687,0.000125,25551053
9633,14,92647749,92647771,1,198699665,198699687,0.000123,92647760
9634,3,11131759,11131781,1,198699665,198699687,0.000122,11131770
9635,17,6681287,6681309,1,198699665,198699687,0.000118,6681298
9636,9,33364305,33364327,1,198699665,198699687,0.000114,33364316
9637,15,37857097,37857119,1,198699665,198699687,0.000112,37857108
9638,7,100559930,100559952,1,198699665,198699687,0.000108,100559941
9639,6,150063471,150063493,1,198699665,198699687,0.000108,150063482
9640,17,72944111,72944133,1,198699665,198699687,0.000108,72944122
9641,1,45015766,45015788,1,198699665,198699687,0.000104,45015777
9642,12,103029501,103029523,1,198699665,198699687,0.0001,103029512
9643,10,126139665,126139687,1,198699665,198699687,0.0001,126139676
9644,14,20993879,20993901,1,198699665,198699687,0.0001,20993890
9645,12,26282629,26282651,1,198699665,198699687,9.90E-05,26282640
9646,22,30714580,30714602,1,198699665,198699687,9.80E-05,30714591
9647,12,117788406,117788428,1,198699665,198699687,9.50E-05,117788417
9648,23,139380095,139380117,1,198699665,198699687,9.00E-05,139380106
9649,10,96441023,96441045,1,198699665,198699687,8.20E-05,96441034
9650,23,119639245,119639267,1,198699665,198699687,7.50E-05,119639256
9651,23,132805540,132805562,1,198699665,198699687,7.40E-05,132805551
9652,7,86889929,86889951,1,198699665,198699687,6.80E-05,86889940
9653,16,13194651,13194673,1,198699665,198699687,6.50E-05,13194662
9654,6,36288021,36288043,1,198699665,198699687,6.40E-05,36288032
9655,8,71692781,71692803,1,198699665,198699687,6.30E-05,71692792
9656,6,99059190,99059212,1,198699665,198699687,6.30E-05,99059201
9657,20,46649737,46649759,1,198699665,198699687,6.20E-05,46649748
9658,1,248697261,248697283,1,198699665,198699687,6.00E-05,248697272
9659,22,43566774,43566796,1,198699665,198699687,6.00E-05,43566785
9660,1,17767512,17767534,1,198699665,198699687,6.00E-05,17767523
9661,3,47818078,47818100,1,198699665,198699687,5.90E-05,47818089
9662,4,6369849,6369871,1,198699665,198699687,5.80E-05,6369860
9663,1,183431774,183431796,1,198699665,198699687,5.80E-05,183431785
9664,7,42833781,42833803,1,198699665,198699687,5.10E-05,42833792
9665,1,237750954,237750976,1,198699665,198699687,5.00E-05,237750965
9666,23,54066438,54066460,1,198699665,198699687,4.80E-05,54066449
9667,7,99987178,99987200,1,198699665,198699687,4.40E-05,99987189
9668,3,187328041,187328063,1,198699665,198699687,4.30E-05,187328052
9669,13,67467834,67467856,1,198699665,198699687,3.60E-05,67467845
9670,2,156093914,156093936,1,198699665,198699687,3.50E-05,156093925
9671,2,211940204,211940226,1,198699665,198699687,3.10E-05,211940215
9672,12,55684817,55684839,1,198699665,198699687,3.00E-05,55684828
9673,13,52941521,52941543,1,198699665,198699687,2.40E-05,52941532
9674,2,205535965,205535987,1,198699665,198699687,2.40E-05,205535976
9675,5,124629812,124629834,1,198699665,198699687,2.30E-05,124629823
9676,11,67434076,67434098,1,198699665,198699687,2.30E-05,67434087
9677,9,78436831,78436853,1,198699665,198699687,2.20E-05,78436842
9678,23,53132298,53132320,1,198699665,198699687,1.90E-05,53132309
9679,23,107206107,107206129,1,198699665,198699687,1.70E-05,107206118
9680,19,16904784,16904806,1,198699665,198699687,1.50E-05,16904795
9681,2,234560661,234560683,1,198699665,198699687,9.00E-06,234560672
9682,9,94678671,94678693,1,198699665,198699687,3.00E-06,94678682
9683,20,33043206,33043228,1,198699665,198699687,2.00E-06,33043217
9684,5,9506539,9506561,1,198699665,198699687,2.00E-06,9506550
9685,8,50947262,50947284,1,198699665,198699687,1.00E-06,50947273
9686,14,74545485,74545507,1,198699665,198699687,0,74545496
9687,2,171798323,171798345,1,198699665,198699687,0,171798334
9688,17,82034344,82034366,1,198699665,198699687,-6.00E-06,82034355
9689,19,46677936,46677958,1,198699665,198699687,-9.00E-06,46677947
9690,23,152933415,152933437,1,198699665,198699687,-1.20E-05,152933426
9691,8,128975929,128975951,1,198699665,198699687,-1.30E-05,128975940
9692,1,22408508,22408530,1,198699665,198699687,-1.80E-05,22408519
9693,2,227548161,227548183,1,198699665,198699687,-1.80E-05,227548172
9694,5,59910848,59910870,1,198699665,198699687,-2.10E-05,59910859
9695,8,51138404,51138426,1,198699665,198699687,-2.50E-05,51138415
9696,5,88641947,88641969,1,198699665,198699687,-2.70E-05,88641958
9697,10,17440644,17440666,1,198699665,198699687,-3.00E-05,17440655
9698,4,99688589,99688611,1,198699665,198699687,-3.00E-05,99688600
9699,18,24853255,24853277,1,198699665,198699687,-3.10E-05,24853266
9700,21,22309710,22309732,1,198699665,198699687,-3.30E-05,22309721
9701,20,9332370,9332392,1,198699665,198699687,-3.70E-05,9332381
9702,10,95290076,95290098,1,198699665,198699687,-4.30E-05,95290087
9703,4,120673484,120673506,1,198699665,198699687,-4.70E-05,120673495
9704,3,69681074,69681096,1,198699665,198699687,-4.70E-05,69681085
9705,21,44892900,44892922,1,198699665,198699687,-5.10E-05,44892911
9706,23,83948592,83948614,1,198699665,198699687,-5.30E-05,83948603
9707,15,85074137,85074159,1,198699665,198699687,-5.70E-05,85074148
9708,7,38870120,38870142,1,198699665,198699687,-5.70E-05,38870131
9709,2,41467421,41467443,1,198699665,198699687,-5.80E-05,41467432
9710,16,30740587,30740609,1,198699665,198699687,-6.20E-05,30740598
9711,15,101058939,101058961,1,198699665,198699687,-7.20E-05,101058950
9712,15,96342924,96342946,1,198699665,198699687,-7.20E-05,96342935
9713,23,151676239,151676261,1,198699665,198699687,-7.40E-05,151676250
9714,3,42565450,42565472,1,198699665,198699687,-7.50E-05,42565461
9715,10,49377593,49377615,1,198699665,198699687,-7.70E-05,49377604
9716,19,50546938,50546960,1,198699665,198699687,-7.90E-05,50546949
9717,22,39400529,39400551,1,198699665,198699687,-8.10E-05,39400540
9718,6,155041411,155041433,1,198699665,198699687,-8.10E-05,155041422
9719,17,48488797,48488819,1,198699665,198699687,-8.10E-05,48488808
9720,20,47219967,47219989,1,198699665,198699687,-8.20E-05,47219978
9721,9,3460697,3460719,1,198699665,198699687,-8.50E-05,3460708
9722,10,80425545,80425567,1,198699665,198699687,-8.70E-05,80425556
9723,1,74688770,74688792,1,198699665,198699687,-8.90E-05,74688781
9724,1,27021231,27021253,1,198699665,198699687,-9.80E-05,27021242
9725,23,133000032,133000054,1,198699665,198699687,-9.90E-05,133000043
9726,20,23207278,23207300,1,198699665,198699687,-0.000101,23207289
9727,5,176812750,176812772,1,198699665,198699687,-0.000101,176812761
9728,8,54102243,54102265,1,198699665,198699687,-0.000101,54102254
9729,8,52987936,52987958,1,198699665,198699687,-0.000108,52987947
9730,5,168002986,168003008,1,198699665,198699687,-0.000111,168002997
9731,11,129605965,129605987,1,198699665,198699687,-0.000113,129605976
9732,9,113387830,113387852,1,198699665,198699687,-0.000113,113387841
9733,11,63730608,63730630,1,198699665,198699687,-0.000114,63730619
9734,5,143300634,143300656,1,198699665,198699687,-0.000117,143300645
9735,12,84689442,84689464,1,198699665,198699687,-0.000121,84689453
9736,9,108206036,108206058,1,198699665,198699687,-0.000126,108206047
9737,19,28465956,28465978,1,198699665,198699687,-0.000134,28465967
9738,6,37565588,37565610,1,198699665,198699687,-0.000134,37565599
9739,13,43999650,43999672,1,198699665,198699687,-0.000136,43999661
9740,6,43921804,43921826,1,198699665,198699687,-0.000139,43921815
9741,14,54690872,54690894,1,198699665,198699687,-0.000143,54690883
9742,22,26428608,26428630,1,198699665,198699687,-0.000145,26428619
9743,11,1921213,1921235,1,198699665,198699687,-0.000146,1921224
9744,11,97353955,97353977,1,198699665,198699687,-0.000147,97353966
9745,16,81798630,81798652,1,198699665,198699687,-0.000149,81798641
9746,19,28556083,28556105,1,198699665,198699687,-0.000149,28556094
9747,2,217464185,217464207,1,198699665,198699687,-0.000153,217464196
9748,5,134409551,134409573,1,198699665,198699687,-0.000157,134409562
9749,9,96087190,96087212,1,198699665,198699687,-0.000165,96087201
9750,15,74320394,74320416,1,198699665,198699687,-0.000166,74320405
9751,13,27942552,27942574,1,198699665,198699687,-0.000167,27942563
9752,20,3283356,3283378,1,198699665,198699687,-0.000167,3283367
9753,4,91061776,91061798,1,198699665,198699687,-0.00017,91061787
9754,16,6010343,6010365,1,198699665,198699687,-0.000173,6010354
9755,4,104974397,104974419,1,198699665,198699687,-0.000179,104974408
9756,19,5082894,5082916,1,198699665,198699687,-0.00018,5082905
9757,20,1723311,1723333,1,198699665,198699687,-0.000182,1723322
9758,15,72451540,72451562,1,198699665,198699687,-0.000186,72451551
9759,6,149999004,149999026,1,198699665,198699687,-0.000194,149999015
9760,6,124132012,124132034,1,198699665,198699687,-0.000205,124132023
9761,1,83829509,83829531,1,198699665,198699687,-0.000215,83829520
9762,7,44695911,44695933,1,198699665,198699687,-0.000226,44695922
9763,21,35599437,35599459,1,198699665,198699687,-0.000228,35599448
9764,23,71647970,71647992,1,198699665,198699687,-0.000236,71647981
9765,1,155765517,155765539,1,198699665,198699687,-0.000248,155765528
9766,21,39644962,39644984,1,198699665,198699687,-0.000257,39644973
9767,5,29230863,29230885,1,198699665,198699687,-0.000277,29230874
9768,12,129221789,129221811,1,198699665,198699687,-0.00028,129221800
9769,10,7306250,7306272,1,198699665,198699687,-0.00028,7306261
9770,9,127181835,127181857,1,198699665,198699687,-0.000282,127181846
9771,2,154179138,154179160,1,198699665,198699687,-0.000297,154179149
9772,7,131106833,131106855,1,198699665,198699687,-0.000299,131106844
9773,21,45828273,45828295,1,198699665,198699687,-0.000303,45828284
9774,12,102881614,102881636,1,198699665,198699687,-0.00031,102881625
9775,18,22897914,22897936,1,198699665,198699687,-0.000319,22897925
9776,9,76519877,76519899,1,198699665,198699687,-0.000326,76519888
9777,20,57176653,57176675,1,198699665,198699687,-0.000345,57176664
9778,1,43962856,43962878,1,198699665,198699687,-0.000359,43962867
9779,3,44050204,44050226,1,198699665,198699687,-0.000363,44050215
9780,6,105774966,105774988,1,198699665,198699687,-0.000364,105774977
9781,2,120635584,120635606,1,198699665,198699687,-0.000387,120635595
9782,9,136740110,136740132,1,198699665,198699687,-0.000403,136740121
9783,4,107130373,107130395,1,198699665,198699687,-0.000409,107130384
9784,2,5905594,5905616,1,198699665,198699687,-0.000455,5905605
9785,17,20317924,20317946,1,198699665,198699687,-0.000461,20317935
9786,5,62507261,62507283,1,198699665,198699687,-0.000465,62507272
9787,19,18002227,18002249,1,198699665,198699687,-0.000549,18002238
9788,13,102984238,102984260,1,198699665,198699687,-0.001006,102984249
9789,10,87746680,87746702,10,87746680,87746702,0.871653,87746691
9790,1,146983733,146983755,10,87746680,87746702,0.001715,146983744
9791,1,149486935,149486957,10,87746680,87746702,0.001165,149486946
9792,1,16568409,16568431,10,87746680,87746702,0.000891,16568420
9793,8,133013373,133013395,10,87746680,87746702,0.000608,133013384
9794,1,144429036,144429058,10,87746680,87746702,0,144429047
9795,1,145580026,145580048,10,87746680,87746702,0.000804,145580037
9796,1,146127455,146127477,10,87746680,87746702,0.001212,146127466
9797,1,120460172,120460194,10,87746680,87746702,0.000302,120460183
9798,1,145394314,145394336,10,87746680,87746702,0.002661,145394325
9799,11,22451743,22451765,10,87746680,87746702,0.001146,22451754
9800,21,34127493,34127515,10,87746680,87746702,0.000371,34127504
9801,6,164329732,164329754,10,87746680,87746702,-3.30E-05,164329743
9802,18,37418076,37418098,10,87746680,87746702,0.000645,37418087
9803,5,102915398,102915420,10,87746680,87746702,-0.000207,102915409
9804,1,89818514,89818536,10,87746680,87746702,-4.00E-05,89818525
9805,4,186934924,186934946,10,87746680,87746702,0.001644,186934935
9806,4,187668076,187668098,10,87746680,87746702,-0.000143,187668087
9807,2,58272106,58272128,10,87746680,87746702,2.90E-05,58272117
9808,12,108186021,108186043,10,87746680,87746702,0.000579,108186032
9809,4,48530245,48530267,10,87746680,87746702,8.00E-05,48530256
9810,10,124980725,124980747,10,87746680,87746702,-4.00E-06,124980736
9811,9,8957528,8957550,10,87746680,87746702,7.00E-05,8957539
9812,4,18723080,18723102,10,87746680,87746702,0.00108,18723091
9813,1,232703387,232703409,10,87746680,87746702,0.000326,232703398
9814,1,102879693,102879715,10,87746680,87746702,0.000133,102879704
9815,18,5220434,5220456,10,87746680,87746702,0.000101,5220445
9816,11,15204177,15204199,10,87746680,87746702,-0.000111,15204188
9817,3,159671476,159671498,10,87746680,87746702,0.000282,159671487
9818,20,52747605,52747627,10,87746680,87746702,-0.000288,52747616
9819,4,29115980,29116002,10,87746680,87746702,-7.60E-05,29115991
9820,23,75285945,75285967,10,87746680,87746702,0.001211,75285956
9821,9,23725776,23725798,10,87746680,87746702,0.000331,23725787
9822,5,54830525,54830547,10,87746680,87746702,0.000185,54830536
9823,1,64565599,64565621,10,87746680,87746702,0.000146,64565610
9824,23,52380905,52380927,10,87746680,87746702,0.000918,52380916
9825,6,42479301,42479323,10,87746680,87746702,-0.000134,42479312
9826,10,46080552,46080574,10,87746680,87746702,-0.000204,46080563
9827,6,108519209,108519231,10,87746680,87746702,0.002084,108519220
9828,13,90774194,90774216,10,87746680,87746702,0.000174,90774205
9829,14,52088367,52088389,10,87746680,87746702,2.10E-05,52088378
9830,15,24999995,25000017,10,87746680,87746702,3.60E-05,25000006
9831,7,55330083,55330105,10,87746680,87746702,9.80E-05,55330094
9832,3,83237314,83237336,10,87746680,87746702,-5.70E-05,83237325
9833,23,106719867,106719889,10,87746680,87746702,1.00E-05,106719878
9834,9,14169177,14169199,10,87746680,87746702,0.000346,14169188
9835,19,35641419,35641441,10,87746680,87746702,-0.000259,35641430
9836,19,30739730,30739752,10,87746680,87746702,7.30E-05,30739741
9837,12,17036715,17036737,10,87746680,87746702,2.00E-06,17036726
9838,20,59900079,59900101,10,87746680,87746702,-0.000177,59900090
9839,13,27085773,27085795,10,87746680,87746702,0.00014,27085784
9840,4,83876646,83876668,10,87746680,87746702,-5.00E-05,83876657
9841,21,33462834,33462856,10,87746680,87746702,-0.000185,33462845
9842,16,76256117,76256139,10,87746680,87746702,-0.000118,76256128
9843,3,165064270,165064292,10,87746680,87746702,-0.000441,165064281
9844,3,87487266,87487288,10,87746680,87746702,-5.10E-05,87487277
9845,12,62391391,62391413,10,87746680,87746702,2.60E-05,62391402
9846,10,7337094,7337116,10,87746680,87746702,-0.00018,7337105
9847,9,91787086,91787108,10,87746680,87746702,-0.00011,91787097
9848,10,121827678,121827700,10,87746680,87746702,8.10E-05,121827689
9849,6,95552709,95552731,10,87746680,87746702,0,95552720
9850,20,4303724,4303746,10,87746680,87746702,6.90E-05,4303735
9851,23,97316690,97316712,10,87746680,87746702,-0.000327,97316701
9852,23,82749491,82749513,10,87746680,87746702,0.000158,82749502
9853,23,141768266,141768288,10,87746680,87746702,-0.000305,141768277
9854,5,16280963,16280985,10,87746680,87746702,0.000173,16280974
9855,11,124293170,124293192,10,87746680,87746702,9.00E-05,124293181
9856,1,149064862,149064884,10,87746680,87746702,0.000103,149064873
9857,21,39343933,39343955,10,87746680,87746702,-0.000174,39343944
9858,5,44773328,44773350,10,87746680,87746702,1.70E-05,44773339
9859,10,53170870,53170892,10,87746680,87746702,2.90E-05,53170881
9860,5,143689634,143689656,10,87746680,87746702,-9.00E-06,143689645
9861,5,19155930,19155952,10,87746680,87746702,-0.000142,19155941
9862,9,42050599,42050621,10,87746680,87746702,-7.30E-05,42050610
9863,2,179641155,179641177,10,87746680,87746702,-7.50E-05,179641166
9864,6,138199312,138199334,10,87746680,87746702,-8.70E-05,138199323
9865,9,67136855,67136877,10,87746680,87746702,-0.000127,67136866
9866,9,132362914,132362936,10,87746680,87746702,0.000661,132362925
9867,18,54024634,54024656,10,87746680,87746702,0.000268,54024645
9868,3,60976658,60976680,10,87746680,87746702,-0.000145,60976669
9869,22,45760977,45760999,10,87746680,87746702,-0.000105,45760988
9870,9,71417802,71417824,10,87746680,87746702,0.000154,71417813
9871,9,13806114,13806136,10,87746680,87746702,3.10E-05,13806125
9872,20,56701522,56701544,10,87746680,87746702,-6.90E-05,56701533
9873,6,98197029,98197051,10,87746680,87746702,5.70E-05,98197040
9874,20,35928786,35928808,10,87746680,87746702,0.000247,35928797
9875,8,135887862,135887884,10,87746680,87746702,-9.50E-05,135887873
9876,6,61973381,61973403,10,87746680,87746702,0.000108,61973392
9877,2,212660384,212660406,10,87746680,87746702,-3.00E-06,212660395
9878,7,45145612,45145634,10,87746680,87746702,0.000104,45145623
9879,7,28205831,28205853,10,87746680,87746702,-4.90E-05,28205842
9880,7,5876534,5876556,10,87746680,87746702,1.00E-05,5876545
9881,15,92196148,92196170,10,87746680,87746702,0.000506,92196159
9882,9,26505240,26505262,10,87746680,87746702,0.000233,26505251
9883,3,61984180,61984202,10,87746680,87746702,2.00E-06,61984191
9884,20,63759524,63759546,10,87746680,87746702,-6.10E-05,63759535
9885,4,26783199,26783221,10,87746680,87746702,-5.50E-05,26783210
9886,5,41785138,41785160,10,87746680,87746702,-6.40E-05,41785149
9887,2,204635643,204635665,10,87746680,87746702,3.90E-05,204635654
9888,18,77264499,77264521,10,87746680,87746702,0.000267,77264510
9889,23,155109398,155109420,10,87746680,87746702,-6.60E-05,155109409
9890,5,177718023,177718045,10,87746680,87746702,3.20E-05,177718034
9891,5,98090746,98090768,10,87746680,87746702,6.40E-05,98090757
9892,11,33105184,33105206,10,87746680,87746702,-2.70E-05,33105195
9893,16,49662959,49662981,10,87746680,87746702,-6.40E-05,49662970
9894,1,206651578,206651600,10,87746680,87746702,0.000501,206651589
9895,8,66051826,66051848,10,87746680,87746702,9.70E-05,66051837
9896,18,4632983,4633005,10,87746680,87746702,5.10E-05,4632994
9897,17,9986392,9986414,10,87746680,87746702,6.10E-05,9986403
9898,11,16899798,16899820,10,87746680,87746702,-0.000144,16899809
9899,23,80269072,80269094,10,87746680,87746702,0.000123,80269083
9900,13,58635314,58635336,10,87746680,87746702,0.000124,58635325
9901,1,157708823,157708845,10,87746680,87746702,-0.000109,157708834
9902,7,48565928,48565950,10,87746680,87746702,0.000335,48565939
9903,13,42176831,42176853,10,87746680,87746702,0.000284,42176842
9904,6,110000897,110000919,10,87746680,87746702,0.000293,110000908
9905,10,109174773,109174795,10,87746680,87746702,-8.10E-05,109174784
9906,14,40853619,40853641,10,87746680,87746702,0.000182,40853630
9907,2,4183972,4183994,10,87746680,87746702,-7.60E-05,4183983
9908,5,122627103,122627125,10,87746680,87746702,-0.00011,122627114
9909,20,41627669,41627691,10,87746680,87746702,4.70E-05,41627680
9910,4,125091936,125091958,10,87746680,87746702,0.00013,125091947
9911,7,34334557,34334579,10,87746680,87746702,-0.000148,34334568
9912,3,121557239,121557261,10,87746680,87746702,4.20E-05,121557250
9913,14,99917214,99917236,10,87746680,87746702,0.000117,99917225
9914,14,35681684,35681706,10,87746680,87746702,0.000326,35681695
9915,9,86116508,86116530,10,87746680,87746702,-7.30E-05,86116519
9916,10,105714177,105714199,10,87746680,87746702,-0.000137,105714188
9917,2,213502892,213502914,10,87746680,87746702,-6.20E-05,213502903
9918,18,13959461,13959483,10,87746680,87746702,7.30E-05,13959472
9919,2,137867647,137867669,10,87746680,87746702,-6.90E-05,137867658
9920,1,232510124,232510146,10,87746680,87746702,-0.00014,232510135
9921,11,17368678,17368700,10,87746680,87746702,-0.000167,17368689
9922,1,88561421,88561443,10,87746680,87746702,0.000144,88561432
9923,11,87785645,87785667,10,87746680,87746702,1.00E-05,87785656
9924,10,26175335,26175357,10,87746680,87746702,8.10E-05,26175346
9925,23,46852508,46852530,10,87746680,87746702,3.30E-05,46852519
9926,6,75605973,75605995,10,87746680,87746702,4.00E-05,75605984
9927,23,37313357,37313379,10,87746680,87746702,-1.70E-05,37313368
9928,1,5664299,5664321,10,87746680,87746702,0.000226,5664310
9929,16,9195977,9195999,10,87746680,87746702,0.000191,9195988
9930,2,76695763,76695785,10,87746680,87746702,-0.000124,76695774
9931,13,68177992,68178014,10,87746680,87746702,9.10E-05,68178003
9932,13,42273483,42273505,10,87746680,87746702,0.00029,42273494
9933,12,23137086,23137108,10,87746680,87746702,-0.00023,23137097
9934,17,34548835,34548857,10,87746680,87746702,8.00E-05,34548846
9935,19,10711125,10711147,10,87746680,87746702,-9.20E-05,10711136
9936,1,106913140,106913162,10,87746680,87746702,5.80E-05,106913151
9937,2,23420119,23420141,10,87746680,87746702,8.10E-05,23420130
9938,15,45969034,45969056,10,87746680,87746702,-8.30E-05,45969045
9939,23,151246126,151246148,10,87746680,87746702,0.000776,151246137
9940,6,98738605,98738627,10,87746680,87746702,5.10E-05,98738616
9941,23,120481705,120481727,10,87746680,87746702,-0.000177,120481716
9942,1,70708185,70708207,10,87746680,87746702,-5.40E-05,70708196
9943,8,126848079,126848101,10,87746680,87746702,0.000121,126848090
9944,7,79640810,79640832,10,87746680,87746702,-4.90E-05,79640821
9945,3,119996769,119996791,10,87746680,87746702,-1.80E-05,119996780
9946,12,50490618,50490640,10,87746680,87746702,2.60E-05,50490629
9947,18,51585894,51585916,10,87746680,87746702,0.000123,51585905
9948,15,96555773,96555795,10,87746680,87746702,7.10E-05,96555784
9949,23,135286409,135286431,10,87746680,87746702,0.000125,135286420
9950,9,18055691,18055713,10,87746680,87746702,-0.000149,18055702
9951,9,124943394,124943416,10,87746680,87746702,-0.000152,124943405
9952,11,71468680,71468702,10,87746680,87746702,-1.40E-05,71468691
9953,3,135869470,135869492,10,87746680,87746702,-0.00041,135869481
9954,23,129059531,129059553,10,87746680,87746702,5.30E-05,129059542
9955,7,138469076,138469098,10,87746680,87746702,-0.000146,138469087
9956,23,88660975,88660997,10,87746680,87746702,-0.000114,88660986
9957,23,142667716,142667738,10,87746680,87746702,-0.000252,142667727
9958,6,163644461,163644483,10,87746680,87746702,-6.60E-05,163644472
9959,4,94007546,94007568,10,87746680,87746702,1.60E-05,94007557
9960,9,104464069,104464091,10,87746680,87746702,-0.000255,104464080
9961,8,9759178,9759200,10,87746680,87746702,0.000143,9759189
9962,3,117842092,117842114,10,87746680,87746702,-0.000338,117842103
9963,1,100827879,100827901,10,87746680,87746702,-2.50E-05,100827890
